DateTime	SPoRT Evaporative Stress Index (ESI-4WEEK): avg
2/12/2008 0:00	-0.555969477
2/19/2008 0:00	-0.262972683
2/26/2008 0:00	0.361025989
3/4/2008 0:00	-0.107059836
3/11/2008 0:00	-0.114362359
3/18/2008 0:00	-0.004489924
3/25/2008 0:00	-0.010060234
4/1/2008 0:00	-0.047253639
4/8/2008 0:00	-0.279916346
4/15/2008 0:00	-0.539397895
4/22/2008 0:00	-0.969171047
4/29/2008 0:00	-1.141546965
5/6/2008 0:00	-1.41738534
5/13/2008 0:00	-0.508110464
5/20/2008 0:00	-0.774931073
5/27/2008 0:00	-0.984149635
6/3/2008 0:00	-1.035235643
6/10/2008 0:00	-0.700918972
6/17/2008 0:00	-0.757393241
6/24/2008 0:00	0.405419677
7/1/2008 0:00	0.48082462
7/8/2008 0:00	0.223098457
7/15/2008 0:00	0.203222916
7/22/2008 0:00	0.251544893
7/29/2008 0:00	0.228800192
8/5/2008 0:00	0.181986094
8/12/2008 0:00	0.361698538
8/19/2008 0:00	0.278946668
8/26/2008 0:00	0.210430369
9/2/2008 0:00	0.186580613
9/9/2008 0:00	0.252229482
9/16/2008 0:00	0.238740951
9/23/2008 0:00	0.326765776
9/30/2008 0:00	-0.046234652
10/7/2008 0:00	-0.158628866
10/14/2008 0:00	-0.538452685
10/21/2008 0:00	-0.623959005
10/28/2008 0:00	-0.930259943
11/4/2008 0:00	-0.690615892
11/11/2008 0:00	-0.313255399
11/18/2008 0:00	0.344746947
11/25/2008 0:00	0.635602176
12/2/2008 0:00	0.499627084
12/11/2008 0:00	0.814022005
12/18/2008 0:00	0.574547231
12/25/2008 0:00	0.474774212
1/1/2009 0:00	0.518317521
1/8/2009 0:00	0.233791441
1/15/2009 0:00	0.218241706
1/22/2009 0:00	0.371150166
1/29/2009 0:00	0.489550591
2/5/2009 0:00	0.797650278
2/12/2009 0:00	1.876525164
2/19/2009 0:00	1.74437809
2/26/2009 0:00	1.528929472
3/5/2009 0:00	0.789095283
3/12/2009 0:00	0.485464364
3/19/2009 0:00	0.291121393
3/26/2009 0:00	0.038569339
4/2/2009 0:00	0.154754549
4/9/2009 0:00	0.196686119
4/16/2009 0:00	0.575232506
4/23/2009 0:00	0.15647994
4/30/2009 0:00	-0.068358682
5/7/2009 0:00	-0.126047924
5/14/2009 0:00	-0.426188767
5/21/2009 0:00	0.241085529
5/28/2009 0:00	0.642277062
6/4/2009 0:00	0.950672507
6/11/2009 0:00	0.919609547
6/18/2009 0:00	0.883281112
6/25/2009 0:00	0.055656057
7/2/2009 0:00	-0.120562665
7/9/2009 0:00	-0.212989002
7/16/2009 0:00	-0.453859627
7/23/2009 0:00	0.866307855
7/30/2009 0:00	0.801251411
8/6/2009 0:00	-0.15131022
8/13/2009 0:00	0.314207584
8/20/2009 0:00	0.21979785
8/27/2009 0:00	0.410539448
9/3/2009 0:00	0.377575278
9/10/2009 0:00	0.130925357
